trait,gamma,gene,Start (MB),seed1,seed2,seed3,seed4,seed5
bp_systolic,0.1,WWP2,69.820913,2.366658580221781e-08,2.407494603673399e-08,2.4161206813033687e-08,2.3739460730531903e-08,2.407654653424629e-08
bp_systolic,0.1,TM7SF3,27.126897,2.0224465049345497e-06,2.0146313383095915e-06,1.9235479038481884e-06,2.0587612412636958e-06,1.9837636497932465e-06
bp_systolic,0.01,GOSR2,45.000558,1.234568003383174e-13,1.1823875212257917e-13,1.2811973704174306e-13,1.2789769243681803e-13,1.2445600106048005e-13
bp_systolic,10.0,RAPSN,47.459525,4.997490354874401e-08,4.764755145991728e-08,5.613038767116052e-08,4.4659504871980005e-08,4.8823989295954107e-08
bp_systolic,0.1,TIE1,43.766742,2.839759543404874e-06,2.7897744424576487e-06,2.8150161737183765e-06,2.7471542515256075e-06,2.758397765423304e-06
bp_systolic,1.0,KCNK3,26.915743,6.1601834744351436e-12,6.287526055359649e-12,6.1989302579945615e-12,5.92126347953581e-12,6.381783990150325e-12
bp_systolic,0.1,KIF23,69.706804,3.133044972347676e-07,3.519178704003423e-07,3.3475889749112753e-07,3.3226792139906536e-07,3.466108394745149e-07
bp_systolic,0.01,FNBP4,47.738973,2.5822704876610203e-06,2.5946584665259564e-06,2.5872819141570247e-06,2.5907123066826188e-06,2.590725830753371e-06
bp_systolic,0.1,C5orf13,111.066617,7.162862081244725e-08,6.972343080668963e-08,7.117436484627149e-08,7.093371445776597e-08,7.103659838136878e-08
bp_systolic,0.1,DCBLD1,117.803944,4.424611299569392e-08,4.784766338694624e-08,4.4125873621680967e-08,4.587758595242519e-08,4.669956910063888e-08
bp_systolic,1.0,CUX2,111.471981,4.703728315624822e-06,4.603473541808789e-06,4.7618245478942e-06,4.645891682919512e-06,4.688466547664305e-06
bp_systolic,10.0,NCAPG,17.8127,2.3686541616996237e-09,2.6226746330237916e-09,2.570406998358976e-09,2.8158235743092064e-09,2.677980726062401e-09
bp_systolic,1.0,KLHL21,6.653424,6.10310332538333e-06,7.001975652953796e-06,6.185297643068743e-06,5.979549104195847e-06,5.999429754988128e-06
bp_systolic,1.0,DPH1,1.933448,4.265376940537635e-11,5.059797025808166e-11,5.79813974610488e-11,5.790801171912108e-11,4.715172696734271e-11
bp_systolic,0.001,DVL2,7.129183,5.6892449196155326e-08,5.7002363940128475e-08,5.6869999154329776e-08,5.639390221467977e-08,5.6301287632010144e-08
bp_systolic,1.0,TNNT3,1.944104,8.775657576176599e-07,1.5023405715020033e-06,1.0095766436180043e-06,1.49810761285174e-06,1.3569232455434843e-06
bp_systolic,1.0,RSC1A1,15.986363,2.866342281637735e-06,3.5094295403048648e-06,2.9002582427883894e-06,2.830514039042775e-06,3.3064089449696965e-06
bp_systolic,0.1,HFE,26.087668,1.1414352973915243e-07,1.1376438147081558e-07,1.1314051806543546e-07,1.1356810314389065e-07,1.1098262819864146e-07
bp_systolic,0.01,PRDM16,2.985823,1.924305159661799e-09,1.9294381647938508e-09,1.9252213157017195e-09,1.9223003189239307e-09,1.922591308378685e-09
bp_systolic,10.0,MKLN1,131.012658,6.005151174104384e-07,5.626453201124093e-07,5.911941095559925e-07,5.819074988533401e-07,5.774869493713197e-07
bp_systolic,0.01,SLC44A4,31.831403,4.965844402349262e-10,4.850140289391902e-10,4.925275742806434e-10,5.007924075428605e-10,5.004656689067133e-10
bp_systolic,0.001,DNAJC12,69.556873,4.753336502183458e-09,4.771548045567897e-09,4.776770978764944e-09,4.774182604805333e-09,4.607877968076934e-09
bp_systolic,0.1,PRKAB1,120.106049,2.462937040315083e-06,2.6068028586845315e-06,2.2103668814166255e-06,2.6774842047938563e-06,2.787278663207715e-06
bp_systolic,1.0,COMT,19.950049,1.2026441360890594e-05,1.2044186312287763e-05,1.2527480188762041e-05,1.2641180555661435e-05,1.2566042201789251e-05
bp_systolic,0.1,CRK,1.326806,3.520921743049854e-08,3.4808427251675766e-08,3.5583256563498367e-08,3.4089228995171084e-08,3.633829459559479e-08
bp_systolic,0.001,AIF1,31.583106,7.264962526454255e-06,7.253526604134031e-06,7.2630000914619686e-06,7.26078864943247e-06,7.2548626013357875e-06
bp_systolic,0.01,ULK4,41.288419,4.93146437019476e-08,4.9058932583001535e-08,4.926371421909437e-08,4.921004082003577e-08,4.917792850722691e-08
bp_systolic,0.01,FGD5,14.860578,7.375566823952795e-11,7.34513561084782e-11,7.278200264693169e-11,7.255895884128449e-11,7.402645163523403e-11
bp_systolic,0.1,MAPT,44.039703,7.68645591620043e-10,7.714153760218778e-10,7.08661018755663e-10,7.727365414211818e-10,8.075656809936049e-10
bp_systolic,0.1,SULT6B1,37.395077,1.8546577162936728e-08,2.087823047780546e-08,1.989633346966002e-08,1.9948803497982226e-08,2.0440317216596782e-08
bp_systolic,0.1,DLG4,7.094026,1.8900533342858239e-06,1.8737890581377314e-06,1.8521053175568625e-06,1.8817168465634637e-06,1.7871107268474518e-06
bp_systolic,0.01,NMT1,43.138697,1e-14,1e-14,1e-14,1e-14,1e-14
bp_systolic,0.001,ATP2B1,89.98476,1e-14,1e-14,1e-14,1e-14,1e-14
bp_systolic,1.0,AGBL2,47.681724,5.166126970657103e-09,5.601076713546149e-09,5.892336285562294e-09,5.5714637348103224e-09,5.328832930473482e-09
bp_systolic,0.1,CAMK2G,75.574772,5.313263728989881e-08,6.198182855854384e-08,6.465159807511611e-08,6.029640498006472e-08,6.119510698177066e-08
bp_systolic,1.0,C6orf26,31.730831,1.029426777154896e-07,1.1550046863373353e-07,1.0044144094223384e-07,1.0440104714071197e-07,1.2554637618400477e-07
bp_systolic,0.1,DCAF4,73.404686,9.086493664156592e-07,9.310512446569774e-07,9.435778351996049e-07,9.410939577625399e-07,9.442744584031715e-07
bp_systolic,0.01,EBF1,158.126118,2.5071807507881516e-07,2.502641898161073e-07,2.5034148842806303e-07,2.494867167301962e-07,2.518845262367009e-07
bp_systolic,10.0,CNNM2,104.678237,3.2235122797708016e-06,3.4216860580471575e-06,3.538641268230336e-06,3.673047986429978e-06,3.4095470407002892e-06
bp_systolic,1.0,PCNXL3,65.383782,3.160900018617241e-06,3.1535114124459085e-06,3.545171900598554e-06,3.737499796541144e-06,3.3959289810203686e-06
bp_systolic,10.0,AS3MT,104.629349,2.2392772357493484e-06,2.550984483429275e-06,2.343350259836896e-06,2.6104393817671934e-06,2.520826059893011e-06
bp_systolic,0.01,SH3TC2,148.384273,2.40374093185558e-07,2.4567207745906927e-07,2.4659534292315044e-07,2.4599579162565277e-07,2.465336823576081e-07
bp_systolic,0.1,LY6G6F,31.674683,3.586930463761462e-08,3.847528295963798e-08,4.1575962450579595e-08,4.395821462388483e-08,4.3085226719696834e-08
bp_systolic,1.0,SLC20A2,42.27532,4.3841549557388504e-07,4.6227854344493835e-07,4.5033731699284374e-07,4.283837660157275e-07,4.564297344522572e-07
bp_systolic,0.1,MSH5,31.708243,1.7458812129333978e-07,1.8188459383061684e-07,1.7658713069579335e-07,1.8121989264763272e-07,1.7993788525849652e-07
bp_systolic,0.1,FERMT2,53.325094,8.438923724263248e-07,8.480831455992544e-07,8.187071779408583e-07,8.64427357138986e-07,8.17401579089605e-07
bp_systolic,1.0,PRRC2A,31.590566,5.665187163828023e-07,5.586233410292962e-07,5.635660326186454e-07,5.661346890173391e-07,5.613398993409291e-07
bp_systolic,0.1,INPP5A,134.3516,1.8202335245742773e-06,1.8301644186813348e-06,1.8284633193088595e-06,1.8224536846300765e-06,1.8378310426836464e-06
bp_systolic,0.001,THAP3,6.685278,2.1598997013150267e-07,2.1645850623031038e-07,2.102544260917938e-07,2.134479306636905e-07,2.060935895276117e-07
bp_systolic,1.0,CDHR4,49.828264,3.7799587394582446e-06,3.275141863823272e-06,3.5464042649202554e-06,2.6416570262366434e-06,3.5150868777922284e-06
bp_systolic,1.0,NUP160,47.800656,2.0009742773829942e-07,1.992656919469482e-07,2.0599937633480891e-07,2.0175478343542608e-07,1.904857067636101e-07
bp_systolic,1.0,IGFBP3,45.954418,5.420352833240827e-08,5.481929676864894e-08,6.48694524763016e-08,6.652491124636839e-08,4.8667211371977714e-08
bp_systolic,0.1,PRKD3,37.480319,6.9409462621905504e-09,7.213906583203311e-09,7.224152387408367e-09,7.504357801835226e-09,7.083372666194521e-09
bp_systolic,10.0,INA,105.036968,2.5078665755184915e-07,2.990805179070577e-07,3.5065924663957304e-07,2.960676102059523e-07,3.4495383305355176e-07
bp_systolic,0.1,CYTH1,76.672172,2.2425839274475834e-06,2.147864271440092e-06,2.0112339247368993e-06,2.2224166337236895e-06,2.273868071833718e-06
bp_systolic,10.0,CDK6,92.244453,2.9309821236722655e-10,2.8691127251789794e-10,2.851405778159233e-10,2.902353912759281e-10,2.925818476384734e-10
bp_systolic,0.001,SBF2,9.801964,1e-14,1e-14,1e-14,1e-14,1e-14
bp_systolic,1.0,C10orf107,63.441,8.970602038971265e-14,8.815170815523743e-14,9.481304630298837e-14,9.370282327836321e-14,9.126033262418787e-14
bp_systolic,0.01,SWAP70,9.685726,2.1140906580896512e-08,2.11637100067108e-08,2.0813900825089604e-08,2.1255749382831368e-08,2.1162831154164508e-08
bp_systolic,0.1,USP36,76.794501,1.0153941643054054e-07,9.971134096176115e-08,1.0198074862355355e-07,1.0101128578021701e-07,1.006747942788877e-07
bp_systolic,0.1,TNRC6A,24.741162,2.811906263389119e-11,2.839972701451643e-11,2.733480108929598e-11,2.790945252684196e-11,2.8466562440598864e-11
bp_systolic,0.1,SLC4A10,162.481028,2.030175183520555e-08,2.0374783193943813e-08,2.0308269510493915e-08,2.031592916118541e-08,2.018013656179818e-08
bp_systolic,0.1,SMG6,1.964785,3.29687388500588e-11,3.361622091802019e-11,3.3097413698612854e-11,3.357736311215831e-11,3.289635230885324e-11
bp_systolic,10.0,SLC12A2,127.419646,9.391073695130814e-06,9.710008582519691e-06,1.0190771051243885e-05,9.239978213448907e-06,9.502429709651317e-06
calcium,10.0,ASL,65.541068,2.55351295663786e-14,2.3869795029440866e-14,2.864375403532904e-14,2.930988785010413e-14,2.7533531010703882e-14
calcium,0.1,SCYL1,65.292624,1.7327407353384672e-07,1.6661550339414077e-07,1.8214514907466395e-07,1.6907332101023798e-07,1.6974648431311579e-07
calcium,0.1,BANK1,102.712037,1.1871038041455506e-08,1.1896323370841344e-08,1.1913753428238749e-08,1.188245191130477e-08,1.1890337492381775e-08
calcium,0.1,ZNF638,71.576084,9.567425145240449e-06,9.339518268536295e-06,9.401422205623788e-06,9.43184475410419e-06,9.506156032346169e-06
calcium,10.0,NARG2,60.715832,9.029796317339134e-07,7.298888965445727e-07,8.7221096523038e-07,8.614063418121987e-07,8.179467138047514e-07
calcium,10.0,TOM1L2,17.750948,1.0122790826683215e-06,9.913678862272235e-07,1.091445582801498e-06,1.1129849024626992e-06,1.0438140092272619e-06
calcium,1.0,SBNO1,123.780454,1.0631929968640819e-06,1.0615772605415685e-06,1.0685616427252853e-06,1.0763916092892956e-06,1.1101996373330536e-06
calcium,1.0,TMEM131,98.373561,2.972713186721876e-10,3.031617179516388e-10,2.959894551679554e-10,2.946989319241311e-10,2.9142988022812233e-10
calcium,0.01,NOTCH4,32.163213,1.8014757774409418e-07,1.8259230105677204e-07,1.8262826861903392e-07,1.814401678901234e-07,1.8184606198623499e-07
calcium,1.0,CYP19A1,51.503004,1.8041115268374597e-09,1.6926208212808547e-09,1.6901517962963908e-09,1.6543177938643794e-09,2.024126866118081e-09
calcium,0.001,MAP1A,43.813671,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,HCLS1,121.350692,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,1.0,PHTF2,77.469572,4.91195972784908e-12,4.113376306236205e-12,4.707456646713126e-12,4.403810649478146e-12,4.9686921244074256e-12
calcium,1.0,HMGCR,74.63843,7.90377272630316e-07,8.169990202144817e-07,8.092358535494171e-07,8.574208272271733e-07,7.889103307290313e-07
calcium,0.1,REEP3,65.281305,7.340669239130904e-08,7.187484696302704e-08,7.787168954109802e-08,7.379125221973482e-08,7.218603681469205e-08
calcium,1.0,FCHO2,72.251923,1.5379481399513395e-06,1.5071283304690652e-06,1.5343718061666678e-06,1.5012769765121448e-06,1.4735533067078421e-06
calcium,0.1,SPI1,47.376777,5.4785509462362825e-11,5.664757551926414e-11,5.70872238370157e-11,5.4954596429013236e-11,5.6974092110806396e-11
calcium,0.1,MACF1,39.54989,6.626612651383645e-06,6.629654365153392e-06,6.625754366940129e-06,6.6237360374366006e-06,6.611190422223245e-06
calcium,0.01,ITPR1,4.558175,1.2115803382783952e-07,1.2108453273373954e-07,1.2025334805709775e-07,1.2040746200092656e-07,1.2128524584653633e-07
calcium,10.0,MAD1L1,1.855705,8.39239192240715e-06,8.388991391883316e-06,8.401052848716617e-06,8.392604557760919e-06,8.404229310032818e-06
calcium,10.0,RALB,121.03624,6.5989436137670054e-12,7.212119790267479e-12,6.774247829355318e-12,7.574163518597743e-12,6.5821792460951656e-12
calcium,0.1,ITPKB,226.822371,6.587619338915829e-11,6.567302257565188e-11,6.548650510751486e-11,6.622791204335954e-11,6.495293192188001e-11
calcium,1.0,RSBN1L,77.325786,2.863834272504029e-06,2.8962137081922634e-06,2.8788442688609805e-06,2.9396005954973603e-06,2.8540840442126125e-06
calcium,10.0,PCCB,135.969217,2.368105711525459e-13,3.0819791163594346e-13,2.6756374893466273e-13,2.6834090505190034e-13,4.0445424787094453e-13
calcium,0.1,COBLL1,165.542455,1.7089963045835432e-06,1.6981201668153645e-06,1.6856415488986087e-06,1.7123334328239537e-06,1.6972390202152354e-06
calcium,0.1,CYP24A1,52.773717,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,10.0,MFSD6,191.300755,9.147093793515637e-07,9.738049259189197e-07,9.090171377845735e-07,9.730854583223092e-07,9.31949629023876e-07
calcium,10.0,SBSN,36.014411,3.275960104076603e-06,3.247792200067323e-06,3.4734181146856002e-06,2.656052496163852e-06,3.4111929207991665e-06
calcium,1.0,KIAA1310,97.261347,2.2816193379071592e-12,2.2808421817899216e-12,2.6070257064247926e-12,2.4373836282620687e-12,2.148503597254603e-12
calcium,10.0,C8orf55,143.808764,1.90443452163791e-06,1.8398655489137994e-06,2.231158058085825e-06,1.902293235822583e-06,2.2332731499652425e-06
calcium,10.0,FLII,18.148451,7.896873510548907e-06,7.305364309817541e-06,7.500385823755451e-06,7.0923436248371274e-06,7.371197335404034e-06
calcium,10.0,PPM1G,27.604465,8.802130095908467e-07,8.980576857720024e-07,7.770927235029035e-07,9.56979183119877e-07,9.317436393541101e-07
calcium,0.001,FARP2,242.312522,1.7416628139699242e-08,1.7439315547207457e-08,1.7370800020621857e-08,1.7345639036214777e-08,1.741246269393315e-08
calcium,0.001,GNAQ,80.336238,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,FSTL1,120.115798,2.0318437841115866e-06,2.031117620870937e-06,2.024573598435886e-06,2.027829839490458e-06,2.0299111564980876e-06
calcium,1.0,GIGYF2,233.599907,4.992190305586064e-08,4.902704642262279e-08,4.8962000454011445e-08,4.9554130798767915e-08,4.9444046967828115e-08
calcium,10.0,NXPH4,57.610752,3.9547957908503406e-07,3.9687515951403185e-07,4.376535145400595e-07,4.1191071142865354e-07,3.867722290218367e-07
calcium,10.0,GABPB2,151.060665,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,SPOP,47.677739,2.3229295885718315e-06,2.3202203549566036e-06,2.3259023499422327e-06,2.3202217860340824e-06,2.3251703931137513e-06
calcium,1.0,ZNF101,19.779772,2.599711335093957e-09,2.6413184972540193e-09,2.6472894987250584e-09,2.477384963839313e-09,2.642910112982122e-09
calcium,1.0,NCAPG,17.8127,5.780168478297654e-07,5.706604517818903e-07,5.803212095312205e-07,6.045810809762742e-07,6.543415128623664e-07
calcium,1.0,PPP4R4,94.640802,5.473399511402022e-14,5.5067062021407764e-14,5.517808432387028e-14,5.617728504603292e-14,5.750955267558311e-14
calcium,1.0,ZNF383,37.721355,2.3556354057374662e-06,2.173142902295311e-06,2.1655848732038407e-06,2.0858796121459022e-06,2.1520221338278134e-06
calcium,0.001,CD109,74.405938,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,PITPNM2,123.470573,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,EAF2,121.554132,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,1.0,HDAC7,48.177623,1.2535520677037226e-07,1.2521477954496874e-07,1.243922215232729e-07,1.2380898595232281e-07,1.2518091163649103e-07
calcium,0.001,ZNF469,88.493878,4.468915171251808e-08,4.412916221330221e-08,4.467914871408851e-08,4.382440088601669e-08,4.365631300906614e-08
calcium,0.1,HEATR5B,37.208632,7.887005037399142e-06,8.002501235671033e-06,7.897607318341215e-06,7.916617281389371e-06,7.926937661717481e-06
calcium,0.001,IQCB1,121.489191,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,1.0,MC1R,89.985666,7.1705849591374715e-06,5.4798710956704966e-06,5.792335169174656e-06,5.067451069096229e-06,5.910145600251937e-06
calcium,0.001,DGKD,234.263164,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,10.0,RABL3,120.408669,6.722145397652923e-06,5.7716870303092804e-06,5.684181170528824e-06,7.35356456227354e-06,6.431321904365461e-06
calcium,0.001,SECISBP2L,49.28444,6.232814264706121e-11,6.213785042064046e-11,6.144240671801526e-11,6.221467785394452e-11,6.19496676179665e-11
calcium,1.0,CDK12,37.618324,5.398438561732277e-07,5.576262840367718e-07,5.505875464439924e-07,5.819579945720577e-07,5.287023167044325e-07
calcium,10.0,C12orf4,4.598972,2.1328175847656894e-07,2.1233332225811807e-07,2.1227765578668567e-07,2.1584945675279243e-07,2.1156731588867217e-07
calcium,0.1,PPP2R3A,135.72034,3.078648447285559e-13,3.2363001167823313e-13,3.248512570053208e-13,3.3228975127030935e-13,3.248512570053208e-13
calcium,0.01,FAM178B,97.542012,1.887379141862766e-14,2.0650148258027912e-14,1.942890293094024e-14,1.9761969838327786e-14,1.9206858326015208e-14
calcium,0.01,ZFHX3,72.821062,7.644900975600777e-06,7.719449458876149e-06,7.769726835027413e-06,7.727243794164451e-06,7.703707987527508e-06
calcium,0.01,CCNT1,49.086815,8.059915600600043e-06,8.29363643761738e-06,8.327683972408906e-06,8.21136283035706e-06,8.065583080973937e-06
calcium,0.001,MPP2,41.955174,2.3426812445492828e-07,2.3244124736088168e-07,2.327689611059114e-07,2.3439443408435068e-07,2.3382580471853487e-07
calcium,0.001,USP40,234.386037,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.01,L3MBTL3,130.363844,5.076100493828228e-06,5.081740886203612e-06,5.002602291304115e-06,5.0757212761709525e-06,5.0802534661276155e-06
calcium,1.0,NUDT3,34.256529,4.173184020572762e-11,4.318723156870874e-11,4.331168756976922e-11,3.755562527629763e-11,4.029576672337498e-11
calcium,1.0,CPNE7,89.642305,9.227383190868466e-09,8.044223065439837e-09,9.223306118855135e-09,8.629939651783047e-09,7.861725825897281e-09
calcium,0.1,HPS1,100.17732,2.5136807857428778e-08,2.514958641341991e-08,2.5923467705801784e-08,2.61545962665366e-08,2.5855082852466182e-08
calcium,0.001,PARP15,122.296514,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.01,ZFPM2,106.331169,7.955347491872544e-11,7.858025341533903e-11,7.90367771230649e-11,7.890210707017786e-11,7.884881636499586e-11
calcium,0.1,SGK1,134.491405,4.868876191110871e-09,4.788490493012887e-09,4.77835060408438e-09,4.86131945809376e-09,4.8188890655609384e-09
calcium,0.1,TPST1,65.705412,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.1,FRK,116.263576,8.075155338849171e-07,7.777253363538961e-07,7.612648648125386e-07,8.058485392314907e-07,7.738827645376034e-07
calcium,0.1,CXCR5,118.75465,4.746107431619073e-06,4.95828512092622e-06,4.544251219207318e-06,4.190506251666726e-06,4.998954420853963e-06
calcium,1.0,PMFBP1,72.153236,4.484167845930642e-07,4.799048571868525e-07,4.358499230416868e-07,4.699425260046297e-07,4.673619733441825e-07
calcium,1.0,AGER,32.148919,1.6736046468679433e-06,1.6438291053910703e-06,1.7996268781850233e-06,1.6362371481060123e-06,2.0631260877479463e-06
calcium,0.001,GNA11,3.094649,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,FANCA,89.805008,7.176286009880073e-09,7.165727566871283e-09,7.171738980460418e-09,7.147748615210503e-09,7.145822378262778e-09
calcium,0.1,RGS12,3.317897,8.392608830121162e-11,8.615841373682542e-11,8.688216812657856e-11,8.478973079206753e-11,8.521294780905464e-11
calcium,0.001,DTX3L,122.283273,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,1.0,TRPM7,50.853874,3.370005821734523e-06,3.3258830425264563e-06,3.4101871344560664e-06,3.35908640147764e-06,3.361724015937817e-06
calcium,1.0,SLC39A8,103.174578,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,CSTA,122.044139,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.01,WDR75,190.306218,2.826160709235026e-06,2.864545693315179e-06,2.751205600448614e-06,2.679008424100182e-06,2.849701811191707e-06
calcium,0.001,CD86,121.774336,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,C12orf41,49.047826,3.2078784073519273e-12,3.1799007871313734e-12,3.201328091506639e-12,3.2046587605805144e-12,3.2074343181420772e-12
calcium,1.0,LCORL,17.847343,5.39355227147098e-10,5.399013458529112e-10,5.413031134438029e-10,5.400107028208367e-10,5.39257749565536e-10
calcium,0.001,GALK2,49.448193,2.3283708294741245e-11,2.3302137996950023e-11,2.3287705097629896e-11,2.329758608254906e-11,2.318323311101267e-11
calcium,1.0,SLC35F5,114.475351,1.014715143576872e-06,1.3765147897082386e-06,1.3082762503335843e-06,1.3860550491795465e-06,1.2042601690298582e-06
calcium,0.1,KIAA1841,61.297485,6.196309887407381e-08,5.935644575849608e-08,6.271081198772066e-08,5.535354541397197e-08,5.3024382329347475e-08
calcium,1.0,GOLPH3L,150.620796,1.0704934716443404e-09,6.094307281045985e-10,5.535596425687572e-10,3.364871714595097e-10,8.767037096291119e-10
calcium,0.1,NRD1,52.254907,2.502847324392654e-06,2.4368057254253728e-06,2.392219184299549e-06,2.445305381182372e-06,2.67491896555061e-06
calcium,0.01,TIRAP,126.160789,3.3720311516383106e-06,3.309255464545302e-06,3.303156932421558e-06,3.193322172023727e-06,3.2359217055910605e-06
calcium,0.1,CGREF1,27.322651,3.4924463643282166e-07,2.9262787282213765e-07,3.264896967225539e-07,3.492176408048664e-07,3.0825504759857125e-07
calcium,10.0,GRHL1,10.091962,3.845640842214948e-06,3.959096744443613e-06,3.797084668688555e-06,3.910746879554061e-06,3.901126977123859e-06
calcium,0.1,SIDT1,113.251868,2.8141912133961e-09,2.8495756865254407e-09,2.90046209272532e-09,2.913511876201369e-09,2.838299595353533e-09
calcium,0.1,BNIPL,151.009201,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.1,SEMA5B,122.628989,1.971187435501065e-09,2.2116904974112117e-09,2.3119304248808703e-09,2.1595607524460547e-09,2.190442716099028e-09
calcium,0.1,SLC2A1,43.392711,8.875122858853501e-13,9.898748487557896e-13,9.467981954003335e-13,9.741096818061123e-13,9.68669588985449e-13
calcium,1.0,GPANK1,31.630042,4.273647946639869e-08,4.478163551091541e-08,4.0662694988924386e-08,4.748194959436347e-08,4.5191835607028e-08
calcium,0.001,ATG16L1,234.160473,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.1,PIP5K1B,71.43753,2.1294628282930717e-09,2.1044433973216314e-09,2.122604758625357e-09,2.1327165589113406e-09,2.139526555922089e-09
calcium,10.0,PLCE1,95.790803,1.8337029310533381e-06,1.8313246845647058e-06,1.825617670814239e-06,1.8345054519919302e-06,1.8244813877466015e-06
calcium,1.0,LRPAP1,3.5147,6.667487228995128e-09,8.312337929083924e-09,7.194188134107549e-09,7.567961368692977e-09,8.572293874742343e-09
calcium,1.0,PAX8,113.976109,2.630118345336996e-13,2.667865928174251e-13,2.589040093425865e-13,2.566835632933362e-13,2.6001423236721166e-13
calcium,0.001,CASR,121.973036,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.01,ARHGEF3,56.763297,4.378799815629719e-06,4.300427480674607e-06,4.334471776057391e-06,4.3625943396685685e-06,4.342510953825318e-06
calcium,0.001,HPN,35.53341,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,MBOAT2,8.998808,1.4267612491458692e-07,1.4238752010786726e-07,1.4247930391064756e-07,1.4268246417703523e-07,1.42539412939513e-07
calcium,1.0,PHF15,133.871547,7.0465855372958686e-12,7.236988786019083e-12,7.0138339580694264e-12,7.151279568518021e-12,6.929345985895452e-12
calcium,0.001,C6orf27,31.73337,8.261416625465756e-06,7.505424525211524e-06,7.96447722239968e-06,8.247025052088297e-06,8.210029050381706e-06
calcium,0.001,KCNK6,38.81059,5.324496399339296e-11,5.3237414476825506e-11,5.3150484013997357e-11,5.3150817080904744e-11,5.2970405839403156e-11
calcium,10.0,FAM117A,47.788616,1.503356039322945e-06,1.3492742815257586e-06,1.438213810933675e-06,1.4623147345238507e-06,1.4118496873827269e-06
calcium,0.1,FGFR1,38.271145,1.1211436645730544e-07,1.1014244694074193e-07,1.0571735842290764e-07,1.1035672131676222e-07,1.0722568566379209e-07
calcium,0.1,PRUNE,150.981108,1.3944838062052156e-08,1.4494273781195943e-08,1.3312654645325495e-08,1.514330649765583e-08,1.36159366004307e-08
calcium,0.1,ECE1,21.546447,3.5408342924370118e-12,3.528177749956285e-12,3.4567904094728874e-12,3.503197731902219e-12,3.4691138850462266e-12
calcium,0.1,MRPL21,68.658798,2.345126115521623e-08,2.2076863226416776e-08,2.417653810482534e-08,2.2007478284180593e-08,2.3093208678659494e-08
calcium,0.001,SAG,234.217835,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,10.0,POLQ,121.15115,3.9088565984002344e-07,3.8090178144933873e-07,3.780303347022951e-07,3.8241087807477925e-07,3.790830587213634e-07
calcium,0.001,EIF2B4,27.587266,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,1.0,STAG1,136.057095,2.2426505097428162e-14,1.865174681370263e-14,2.1760371282653068e-14,2.220446049250313e-14,2.3092638912203256e-14
calcium,1.0,PRRC2A,31.590566,4.521037679783291e-07,4.4401559740059326e-07,4.5347705379672476e-07,4.5263441139642424e-07,4.5252771829762395e-07
calcium,0.001,PARP9,122.24721,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,C6orf15,31.079157,2.06957879811398e-06,2.0528903836858348e-06,2.078881948808231e-06,2.068175956715379e-06,2.0738796172592444e-06
calcium,0.001,ADAM15,155.023862,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,0.001,SERPINF2,1.648289,1e-14,1e-14,1e-14,1e-14,1e-14
calcium,10.0,ASAP3,23.756348,1.438372052575687e-07,1.3345939131603757e-07,1.4060179243102766e-07,1.388110759670269e-07,1.3661188380531541e-07
calcium,0.1,SPIRE2,89.894958,8.197055412217935e-08,9.715042903479798e-08,8.669845175113267e-08,9.127231082040055e-08,9.643470622044958e-08
calcium,1.0,FBXL20,37.417712,1.705378516181355e-08,1.3633025042203428e-08,1.6217388654204967e-08,1.778211244918282e-08,1.7620716552535498e-08
calcium,0.1,RAB38,87.847155,1.637443032276309e-07,1.6646135603259893e-07,1.6500282995490778e-07,1.6544563297138382e-07,1.625084492529183e-07
calcium,0.001,DNAJB11,186.288686,1.0445217579757582e-08,9.98471882951435e-09,1.0432966934814658e-08,1.0082153334423083e-08,1.0420785567788471e-08
calcium,1.0,DPH1,1.933448,1.7469811275372393e-06,1.9295773246996717e-06,1.8732366128260125e-06,1.8826227150547936e-06,1.806953372929243e-06
