trait,gamma,gene,Start (MB),seed1,seed2,seed3,seed4,seed5
age_first_birth,1.0,IP6K1,49.764554,1.4551779115024033e-08,1.4665743064412595e-08,1.4998926989306938e-08,1.5710905243437878e-08,1.3206473026272647e-08
age_first_birth,1.0,MAD1L1,1.855705,2.666381581528654e-06,2.6671386839094424e-06,2.667045467807938e-06,2.6659147406293826e-06,2.6625804769864203e-06
age_first_birth,0.1,COL7A1,48.601838,2.774651937764716e-06,2.7648950577940923e-06,2.571575403398363e-06,2.7450973941745005e-06,2.816045916009813e-06
age_first_birth,10.0,TRAIP,49.866535,2.9345303964589675e-11,6.381994932525004e-11,5.882871967344272e-11,3.691058569899042e-11,4.3796077875413175e-11
age_first_birth,0.01,SORCS3,106.401085,7.715180642353658e-06,7.699596514698648e-06,7.691001538967512e-06,7.7207815278868e-06,7.731713028591436e-06
age_first_birth,0.1,FOXP2,114.066566,5.92160982026968e-07,5.930217304994656e-07,6.241219239200291e-07,6.125217245633863e-07,5.954447737099855e-07
age_first_birth,0.01,KCNH1,210.856622,2.1272989878529103e-06,2.114546001297235e-06,2.1229480940965217e-06,2.1222949520005585e-06,2.130069900241338e-06
age_first_birth,0.1,ZSWIM6,60.628099,2.815904209807485e-07,2.7682352476965377e-07,2.7639091115805314e-07,2.731988477666647e-07,2.8322692857685183e-07
age_first_birth,0.001,BARD1,215.593399,9.093616189281839e-06,9.097690150783322e-06,9.108629626108922e-06,9.084180636831363e-06,9.097396761692522e-06
age_first_birth,0.1,WDR87,38.375571,4.374216480140802e-06,4.578708057811909e-06,4.140431739796391e-06,4.74470118683179e-06,3.941601647849957e-06
age_first_birth,1.0,ARHGAP12,32.096585,8.206397205112737e-07,8.682305973062299e-07,8.267114879334514e-07,8.355459282238797e-07,8.302185841024823e-07
age_first_birth,1.0,CDHR4,49.828264,2.4250368380052123e-10,1.839054464269907e-10,2.1378709913477678e-10,2.2239277086555376e-10,1.9334556178307594e-10
age_first_birth,10.0,ARIH2,48.964991,5.996978567068822e-07,6.135739204493618e-07,8.075579827071522e-07,7.974978192271109e-07,6.789730647716041e-07
age_first_birth,1.0,RBM6,50.000074,2.956930546638148e-06,3.0276067901624515e-06,2.9631076738922957e-06,2.7709720168411778e-06,2.9531975191954274e-06
age_first_birth,0.1,BSN,49.592035,8.054923921752e-06,8.11232915598481e-06,8.099940305816844e-06,8.166115723406975e-06,8.228979466728958e-06
ala_at,0.1,PIK3AP1,98.355333,1.0570425699185648e-06,1.0691089858960723e-06,1.0668933734248043e-06,1.0651494575242282e-06,1.0720472993774877e-06
ala_at,0.001,PKD2L1,102.048152,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,ABCG8,44.066192,2.327027459614328e-13,2.339239912885205e-13,2.298161660974074e-13,2.2148949341271873e-13,2.199351811782435e-13
ala_at,1.0,SKIV2L,31.926969,3.4431957285363524e-10,3.494806666282102e-10,3.4763969480877677e-10,3.4378078161978465e-10,3.749243138173597e-10
ala_at,0.01,ANPEP,90.328579,8.424372310855688e-13,8.58202398035246e-13,8.564260411958458e-13,8.677503160470224e-13,8.575362642204709e-13
ala_at,0.1,AFF1,87.869685,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.01,SOS2,50.585061,1e-14,1e-14,1e-14,1.021405182655144e-14,1e-14
ala_at,10.0,LSM2,31.765533,7.203193479465853e-07,7.557645211875297e-07,5.976578553168466e-07,7.123897034500004e-07,7.880455145103937e-07
ala_at,1.0,NPTN,73.85425,1.2558399360429462e-06,1.2840683096815297e-06,1.2737009760233065e-06,1.1248686360154636e-06,1.2523601811142981e-06
ala_at,0.001,MCL1,150.549839,2.284838984678572e-13,2.2315482794965646e-13,2.274846977456946e-13,2.2670754162845697e-13,2.2959412149248237e-13
ala_at,0.1,BAZ1A,35.222713,2.862842378714703e-06,3.118453932748899e-06,3.0786388557357824e-06,2.951616140500768e-06,2.9242641806925818e-06
ala_at,10.0,BAZ2A,56.992401,4.24711361646235e-06,4.147434806256456e-06,4.942417290099144e-06,3.952520848615748e-06,5.048906670968023e-06
ala_at,0.01,HNF4A,42.984444,8.534434897899956e-06,8.416068226990703e-06,8.346057864261347e-06,8.385393016174802e-06,8.519109163440675e-06
ala_at,0.001,SUMO1,203.071975,2.521565014568239e-07,2.5205103337810897e-07,2.50815370139712e-07,2.5002624659542505e-07,2.515977116646084e-07
ala_at,10.0,SLC10A6,87.74484,2.7075586017666353e-07,2.781566100784616e-07,2.8464082768575594e-07,2.2176959801889495e-07,3.343746155515248e-07
ala_at,10.0,U2SURP,142.72047,7.243969281089946e-06,6.618737385055695e-06,6.996616759513685e-06,7.195065456655492e-06,6.578858028349899e-06
ala_at,1.0,PMFBP1,72.153236,5.27167465236289e-09,5.419110937765481e-09,5.483182352605809e-09,5.377524203709072e-09,5.266916458523951e-09
ala_at,0.1,HEATR7A,145.218729,1.024527085391469e-08,1.203722344023106e-08,1.15537031053492e-08,1.0278789819295753e-08,9.481890606011234e-09
ala_at,0.001,DFNB31,117.165033,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,CASP10,202.0505,4.181773681777301e-07,5.039570615261724e-07,4.7294625982186034e-07,4.386742133988264e-07,4.2488053653144675e-07
ala_at,0.1,FCHSD2,72.549835,7.143273852427967e-07,7.021790000560912e-07,7.14533531787076e-07,7.086630722241694e-07,7.006730902148206e-07
ala_at,1.0,MPHOSPH9,123.641353,1.4033168574956179e-06,1.3658039472730366e-06,1.418426217925095e-06,1.3771854929789384e-06,1.5912430874065464e-06
ala_at,0.001,ZNF827,146.686135,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,10.0,CYHR1,145.675761,7.609857188839442e-11,8.667577766630075e-11,8.160483400132534e-11,7.73917596674778e-11,7.736844498396067e-11
ala_at,0.1,ZNF90,20.188941,1.56035342979699e-07,1.71778304469683e-07,1.9240477522330934e-07,1.857280309547349e-07,1.459192213726368e-07
ala_at,0.1,RNF213,78.23748,9.886846291440321e-06,9.847912677773962e-06,9.840428204510587e-06,9.829365474112173e-06,9.890070796991779e-06
ala_at,0.001,YAP1,101.981579,6.283299042397772e-06,6.286563683732815e-06,6.285637008662803e-06,6.290224757510288e-06,6.292340887670278e-06
ala_at,0.1,WWTR1,149.238591,8.174365628832447e-08,8.196206413568774e-08,8.195844825031884e-08,8.199169121425598e-08,8.197662859643629e-08
ala_at,0.001,STAG1,136.057095,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,1.0,TSFM,58.176584,1.281835835253986e-06,1.1069542389385845e-06,1.280322727170713e-06,1.2881791144891963e-06,1.3067213615602924e-06
ala_at,0.1,NOTCH4,32.163213,7.174035309143179e-07,7.199002383107e-07,7.18841624891553e-07,7.189880896207868e-07,7.168165814253058e-07
ala_at,10.0,ARHGAP39,145.755805,7.41029460016307e-12,6.353362280719921e-12,4.831246513958831e-12,6.391109863557176e-12,6.908473793032499e-12
ala_at,0.01,ATP8B1,55.315719,3.352873534367973e-14,3.8191672047105385e-14,3.47499806707674e-14,3.2862601528904634e-14,3.375077994860476e-14
ala_at,0.1,ABCB11,169.780131,3.017974758989794e-11,3.0194846623032845e-11,3.005573567804731e-11,2.977107449453342e-11,3.0075275603280716e-11
ala_at,1.0,PDE4C,18.321738,9.723044591680718e-11,1.0878542511250089e-10,9.899348007991193e-11,1.604673061095241e-10,1.1525624898922615e-10
ala_at,10.0,TJP3,3.728373,1.1526013476981234e-10,1.1735179494820613e-10,1.1805312283286185e-10,1.129059068460947e-10,1.1825662671327564e-10
ala_at,10.0,RREB1,7.182144,7.124293669447113e-07,7.040675557012932e-07,7.052247481542651e-07,6.968496815140668e-07,6.959885687773948e-07
ala_at,0.001,TONSL,145.654525,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.01,TSEN54,73.512641,3.3283828504426793e-07,3.230816918442514e-07,3.264805804592541e-07,3.0722998856091976e-07,3.164019076740132e-07
ala_at,0.001,ZNF101,19.779772,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.001,NUDT3,34.256529,1.1728617388406803e-07,1.1740825911488173e-07,1.1770547669875953e-07,1.1739526506460152e-07,1.173596336778715e-07
ala_at,0.001,DNMBP,101.636907,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,1.0,AIF1,31.583106,6.8426031836210655e-06,6.871815721343211e-06,6.749703277852959e-06,8.142053258386461e-06,6.394224980610375e-06
ala_at,0.001,RORA,60.789653,3.16114805776202e-07,3.1609896966600104e-07,3.1580327519709073e-07,3.161505802706799e-07,3.1589928828346103e-07
ala_at,0.01,L2HGDH,50.713775,3.821628451472492e-07,3.9458893508204085e-07,3.937110070184602e-07,3.938655376289901e-07,3.86477490232906e-07
ala_at,1.0,NARS,55.268883,6.714522493567188e-09,5.479897868809758e-09,4.6090520289254755e-09,3.780043722478865e-09,3.7956043863474065e-09
ala_at,0.1,MARK3,103.852366,3.2916309701258584e-06,3.4038825620363866e-06,3.1331013226054694e-06,3.23456221884566e-06,3.3789921829452396e-06
ala_at,10.0,PIGU,33.148669,1.7884722369743145e-08,1.8741755369866553e-08,1.8024523429360784e-08,1.9194049460935503e-08,1.770539825862727e-08
ala_at,0.001,ARHGEF19,16.525081,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.001,SERPINA1,94.844785,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,ENTPD6,25.1765,9.218857943693592e-08,8.999391876152174e-08,9.01776466832871e-08,9.709549608771795e-08,9.538521961172108e-08
ala_at,1.0,GK5,141.884463,2.602675951202116e-06,2.5346210567045446e-06,2.507751760805199e-06,2.5747000697018407e-06,2.5517855044565607e-06
ala_at,0.1,PML,74.287153,3.6165393724196804e-07,3.679728564076612e-07,3.5843501411392253e-07,3.645003268104574e-07,3.6438773465263807e-07
ala_at,10.0,SRP54,35.465915,1.076866309879243e-05,1.047829647760068e-05,1.0574042526689809e-05,1.048281494431258e-05,1.0692877251194943e-05
ala_at,10.0,FAM131C,16.384931,3.936634834555974e-06,4.343402236317573e-06,4.367867411203541e-06,4.17604056690557e-06,4.000386469638073e-06
ala_at,0.001,PARVB,44.39522,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,ZNF251,145.947028,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,1.0,SRGN,70.847913,1.2176637476102314e-10,1.188831255660716e-10,1.2220213729818852e-10,1.1877610006649775e-10,1.373335889454097e-10
ala_at,10.0,UBD,29.523656,9.526134536752551e-08,1.2386947034759288e-07,1.0744757650282821e-07,9.760493813182336e-08,9.480602158884466e-08
ala_at,0.01,NLRP3,247.582096,2.043590782152549e-07,2.038311835983464e-07,2.0179861748292893e-07,2.0305096748440832e-07,2.042641971122805e-07
ala_at,1.0,RAD51B,68.29026,4.9635414833826275e-06,4.960872119541548e-06,4.967997455862516e-06,4.961740974862572e-06,4.964442310795292e-06
ala_at,10.0,C1orf172,27.276559,1.049923237239625e-08,1.3901788609160803e-08,1.1500979724132776e-08,1.0546927442511844e-08,1.0423235830003819e-08
ala_at,10.0,MUC1,155.15861,5.044284989708103e-10,4.810740694694005e-10,5.82112358316067e-10,5.30754107330722e-10,5.193819818671841e-10
ala_at,0.1,SGK223,8.175675,4.248897900183124e-08,4.276371212696972e-08,4.261530928140189e-08,4.333154990376897e-08,4.212293092109576e-08
ala_at,0.01,ITCH,32.981617,8.923040084596323e-11,8.785072669326155e-11,8.989609057152848e-11,8.914080584787598e-11,8.992884215075492e-11
ala_at,1.0,ATF6B,32.083515,7.873217056086901e-08,7.585321637471054e-08,7.337100460524937e-08,6.99062395748129e-08,8.237467985505731e-08
ala_at,0.01,HPSE2,100.21933,1.8626598685678175e-06,1.8779804775714837e-06,1.8577989981949372e-06,1.8716432390597504e-06,1.8648300985635302e-06
ala_at,10.0,CKM,45.810007,4.2017719810161225e-06,4.406792955213845e-06,4.324275520772858e-06,5.049375632504294e-06,4.580465350345619e-06
ala_at,10.0,BCL2,60.795857,2.6415780673971767e-10,2.6414126441665076e-10,2.640326846048424e-10,2.660420772571115e-10,2.635004436868371e-10
ala_at,0.001,ZNF311,28.962777,2.0616834126574446e-06,2.0624193276530534e-06,2.0647871270540463e-06,2.0478773141707762e-06,2.0623490074589412e-06
ala_at,10.0,FBXO42,16.577164,6.727951529228449e-14,5.784261958297066e-14,6.694644838489694e-14,6.17284001691587e-14,6.139533326177116e-14
ala_at,10.0,EHMT2,31.84786,2.1035828634552445e-10,2.2584534242753307e-10,2.0943469181133878e-10,1.9302703879731098e-10,2.1540424999244578e-10
ala_at,10.0,ARID1A,27.022894,1.1131159327604223e-09,1.0096634639467084e-09,1.1558800583344464e-09,1.017295692129494e-09,1.1064398286464439e-09
ala_at,1.0,MFHAS1,8.643531,7.860379014346108e-14,9.037215420448774e-14,7.893685705084863e-14,7.882583474838611e-14,8.79296635503124e-14
ala_at,1.0,GPANK1,31.630042,1.1591214506001535e-06,8.684848913365073e-07,9.889101193483185e-07,1.0149205145193463e-06,1.1767962138087285e-06
ala_at,10.0,POU5F1,31.132377,1.1143926126333525e-07,1.1085113837960847e-07,1.1098780317020385e-07,1.1128133869942047e-07,1.105215059471476e-07
ala_at,0.001,PANX1,93.862478,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.01,ANKIB1,91.924292,7.380637054743566e-06,7.357340613411978e-06,7.332070503962562e-06,7.3014254738934525e-06,7.351779059638908e-06
ala_at,0.001,DIP2B,50.898923,2.136560650622954e-08,2.1384581661010316e-08,2.1340423206339665e-08,2.137271859492529e-08,2.1310815445652054e-08
ala_at,10.0,ZFP91,58.346754,2.663339400132969e-07,2.845126775286033e-07,3.0586170662871837e-07,2.880086058532072e-07,2.6352283866160064e-07
ala_at,0.01,ATAT1,30.594662,1.8974137661054158e-07,1.924615076198677e-07,1.9169532228247022e-07,1.9366198045212002e-07,1.9191506606119901e-07
ala_at,0.001,DLG5,79.552197,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.001,KLHL23,170.591524,6.116868334071768e-08,6.117281103890093e-08,6.118477791083876e-08,6.118672213339948e-08,6.123118145850981e-08
ala_at,1.0,UBE2G2,46.191291,3.1807092064628506e-06,3.2331380329653214e-06,3.1285758806953723e-06,3.0734796603315573e-06,2.9724813832565644e-06
ala_at,1.0,BAG6,31.606907,4.696582567298435e-09,4.9215931330337526e-09,4.558192712167397e-09,5.093161448144201e-09,4.8633593818792065e-09
ala_at,0.001,HLA-DQA1,32.605235,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,10.0,MTMR9,11.142397,5.1032511549919946e-12,4.529265851260789e-12,4.224398608698721e-12,4.458988733802016e-12,4.282130205979229e-12
ala_at,0.1,APBA3,3.751023,6.730229373808072e-09,6.3280778395125026e-09,6.3221956558834336e-09,6.822094111846866e-09,6.658053219865678e-09
ala_at,0.1,DAGLB,6.449467,5.846288921862453e-07,5.917116314702042e-07,5.907724370812772e-07,5.948062758998063e-07,6.013368073487513e-07
ala_at,1.0,SLCO1B7,21.168629,1.2618259204177917e-06,1.2620943224961323e-06,1.2759580172438945e-06,1.3254294334297256e-06,1.2490912179030644e-06
ala_at,0.1,PEPD,33.878249,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,1.0,C6orf27,31.73337,2.4797988318336905e-07,2.3507262802979767e-07,2.480172235364009e-07,2.7609964037278445e-07,2.833942424063096e-07
ala_at,1.0,DOM3Z,31.937653,4.286127008867879e-12,4.343192472333612e-12,4.388267527133394e-12,4.774847184307873e-12,4.958256027975949e-12
ala_at,10.0,EDEM2,33.703235,8.727695255394963e-08,8.51434207582713e-08,9.408253509590736e-08,8.518955019187757e-08,8.948323859669927e-08
ala_at,1.0,DPCR1,30.908776,5.992573521851341e-07,5.886468117388688e-07,5.903949108487794e-07,6.099684262128591e-07,5.918754568678963e-07
ala_at,0.1,NPC1,21.112165,1.958716947525474e-06,2.004772172714553e-06,1.9951826428776798e-06,1.9901360773788568e-06,1.9488882696538923e-06
ala_at,10.0,BCL7B,72.951627,7.743872210141944e-11,7.07578440284351e-11,7.262612733427432e-11,7.376033117623138e-11,7.660672096676535e-11
ala_at,0.1,COBLL1,165.542455,1.4810375148499588e-13,1.5010215292932116e-13,1.5976109324356003e-13,1.603162047558726e-13,1.5198953207118393e-13
ala_at,10.0,SEPT9,75.277617,5.868340834380703e-06,5.890684660281309e-06,5.870924254525178e-06,5.8663063253749925e-06,5.881385635619907e-06
ala_at,10.0,GGT7,33.43313,4.0560202907435894e-07,4.824224342225847e-07,4.923797285449893e-07,3.020618803972752e-07,4.869458476441935e-07
ala_at,10.0,BACH1,30.693601,4.446963675075466e-08,3.802493475646429e-08,3.8569291538337325e-08,3.944924498178182e-08,3.472246501434739e-08
ala_at,1.0,DSTYK,205.116685,4.2018437125257435e-06,3.41705405659809e-06,3.471006719379943e-06,3.4816849444618825e-06,3.2772461264762853e-06
ala_at,0.1,RPRD2,150.33719,5.768119640037206e-06,5.91683905326601e-06,5.9419650919601e-06,5.913907983212674e-06,6.037053708052298e-06
ala_at,1.0,FTO,53.738096,1.2656542480726785e-14,2.2870594307278225e-14,2.5868196473766147e-14,2.1538326677728037e-14,1.9095836023552692e-14
ala_at,0.1,RPL31,101.619163,6.750978282066278e-06,6.5705367868762465e-06,6.875070963863195e-06,6.72979719074096e-06,6.687134384231186e-06
ala_at,10.0,RDBP,31.920077,8.173877049655331e-07,7.224222615676013e-07,8.36381595981095e-07,8.737662979818595e-07,8.968140239318245e-07
ala_at,10.0,GPAM,113.913307,5.0935181739042434e-08,4.895790062242611e-08,5.3728859805701745e-08,4.85508466763207e-08,5.041767481284154e-08
ala_at,1.0,PKN2,89.150263,9.187620534367724e-07,9.314524902492849e-07,9.501593078997672e-07,9.347567537787427e-07,9.765821069596115e-07
ala_at,10.0,CYP4F2,15.98958,5.034833603811961e-06,5.608140585033894e-06,5.57792690836223e-06,5.739891743905545e-06,5.688660499325593e-06
ala_at,0.01,TUBGCP6,50.656164,2.856539288442761e-06,2.888268514356085e-06,2.886481832220511e-06,2.8845403916566426e-06,2.8829422369369695e-06
ala_at,10.0,PLA2G6,38.508167,3.172395679484907e-11,2.8759772341402368e-11,3.014299920778285e-11,3.0383362492614197e-11,3.044120511219717e-11
ala_at,10.0,DYNLRB1,33.104263,1.1771748409383775e-07,1.268648448515819e-07,1.4900767619785427e-07,1.0848813425390347e-07,1.1137985689302354e-07
ala_at,0.01,NEDD4L,55.711892,4.1471226119860205e-08,4.1425207486511795e-08,4.151392363205275e-08,4.1510197945626714e-08,4.145632126473231e-08
ala_at,0.01,ATF6,161.73615,1.3705210982761784e-06,1.377860557538746e-06,1.3802885481251082e-06,1.3766742247289798e-06,1.3835623027258492e-06
ala_at,0.001,MAU2,19.431668,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,HNF1B,36.047374,9.723999383481896e-12,9.824252522605548e-12,9.733991390703522e-12,9.586997862243152e-12,9.67692592723779e-12
ala_at,10.0,TNPO1,72.112564,1.7115903416797806e-06,1.7603408164479362e-06,1.6338279009708856e-06,1.1671368160826034e-06,2.1605249951317518e-06
ala_at,0.001,APOE,45.409881,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,P2RY2,72.945204,9.860832028696365e-08,1.0618191836897495e-07,1.1242832453906004e-07,1.0748737144794518e-07,1.1107361008733108e-07
ala_at,10.0,MLXIPL,73.008194,5.3400617261445404e-12,5.508260514375252e-12,5.491496146703412e-12,5.500933042412726e-12,5.221378884812111e-12
ala_at,1.0,PINX1,10.62291,9.648351722013615e-07,9.51544367633339e-07,9.43208492198977e-07,9.66042355332597e-07,9.64028113115134e-07
ala_at,1.0,ZNF7,146.054472,5.722392326656944e-08,6.139492159107363e-08,6.100259208885461e-08,6.226662474517752e-08,6.438997712798766e-08
ala_at,0.1,CEP68,65.296578,8.815951013652068e-08,9.12524895646527e-08,8.282436947393279e-08,9.084002461356988e-08,9.86251845747077e-08
ala_at,10.0,PRRC2A,31.590566,3.869679866541631e-07,3.8832905335794976e-07,3.889287063518765e-07,3.8751174846751724e-07,3.8551089409644135e-07
ala_at,0.1,CHEK2,29.083884,1.2168155372194178e-11,1.2348566613695766e-11,1.2491119250057636e-11,1.22362120436037e-11,1.218236622690938e-11
ala_at,0.01,CLIP1,122.757421,1.572012520156818e-10,1.5818413245938245e-10,1.5841417067008479e-10,1.583101427726774e-10,1.5714951562273427e-10
ala_at,10.0,GPR83,94.113314,4.2088554863539684e-13,4.3809400551708677e-13,4.135580766728708e-13,4.0878411766698264e-13,4.14890344302421e-13
ala_at,0.001,HLA-DPB1,33.043818,9.117907540101555e-10,9.118901189708595e-10,9.120950661412053e-10,9.116729593472428e-10,9.013008117619847e-10
ala_at,1.0,SBNO1,123.780454,1.540088078844093e-06,1.5344840684772265e-06,1.5205760637293508e-06,1.7269164745981058e-06,1.746553883408275e-06
ala_at,0.1,ABCB1,87.133558,5.0388368019183005e-06,5.125773497316466e-06,5.104950492662574e-06,5.085098149226752e-06,5.219913992160485e-06
ala_at,0.1,BRWD1,40.558951,2.850369072104897e-06,2.8488897050316098e-06,2.7672373482667822e-06,2.896815199049385e-06,2.897304646309884e-06
ala_at,0.001,SAMM50,44.351457,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,10.0,PTPN11,112.856915,1.3483680838533019e-10,1.578425168347053e-10,1.46982315207822e-10,1.3394918507714237e-10,1.709441477260043e-10
ala_at,1.0,KIAA1731,93.399873,4.730809783692891e-06,4.626274678232178e-06,4.538480566251835e-06,4.57028921219127e-06,4.621290587536464e-06
ala_at,1.0,STARD10,72.465941,3.7388465345955524e-07,4.3958628437312797e-07,4.46851557422967e-07,5.067746733367073e-07,6.280985711537568e-07
ala_at,0.01,MYCT1,153.019037,2.638556899525746e-06,2.5795923690452582e-06,2.63096758668091e-06,2.586499495804695e-06,2.608050959307384e-06
ala_at,1.0,PHLPP2,71.682792,1.1156631174458198e-12,1.148636741277187e-12,1.2141398997300712e-12,1.4480638910185917e-12,1.340483279932414e-12
ala_at,10.0,MSRA,9.912026,1.3637979634495423e-12,1.372790769949006e-12,1.3674616994308053e-12,1.3669065879184927e-12,1.3724577030416185e-12
ala_at,0.1,RBFOX2,36.140241,1.7698595256021576e-08,1.724847942252694e-08,1.7603731028437153e-08,1.7652582284810592e-08,1.7341164393336328e-08
ala_at,0.001,ABCC2,101.542601,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.001,RSPO3,127.440337,9.530380040700948e-09,9.496348374327113e-09,9.495008446158693e-09,9.528064781605394e-09,9.531357036962618e-09
ala_at,10.0,ENDOV,78.388994,1.22895679210977e-06,1.283192592405058e-06,1.3860033741819322e-06,1.250737333036156e-06,1.293976155891663e-06
ala_at,0.01,LCORL,17.847343,1.994207843303286e-08,1.9799503370165894e-08,1.9757574576395598e-08,1.9975500364921572e-08,1.998505194666933e-08
ala_at,0.1,CCHCR1,31.110368,2.7495179889536203e-06,2.763532065630514e-06,2.761548666851965e-06,2.7721285578152788e-06,2.750998305822705e-06
ala_at,0.1,NEURL4,7.219441,2.8680348762577523e-08,2.5710935602774043e-08,2.5488472665813333e-08,2.9789933075896613e-08,2.4594950520651082e-08
ala_at,10.0,IFT80,159.976312,1.4993895014470127e-11,1.8575696536515807e-11,1.7234880189676005e-11,1.8874901641652286e-11,1.81746839800212e-11
ala_at,10.0,NUP85,73.201856,1.0410171761288112e-06,1.1685864982347027e-06,1.100303388623658e-06,1.1242872925976144e-06,1.0542254870182788e-06
ala_at,1.0,BAZ1B,72.856525,3.1501370401088025e-09,3.1886771001410352e-09,3.1090098273622857e-09,3.268312953608188e-09,3.4421653305471978e-09
ala_at,10.0,CROT,86.978384,2.4067565718155493e-09,2.0530515065786403e-09,3.0604775380638216e-09,2.8855946521133546e-09,2.758582806627885e-09
ala_at,0.001,ZAK,173.955759,7.00364548134047e-07,7.008191559298993e-07,6.968622868752661e-07,7.006903814943399e-07,7.007712559126134e-07
ala_at,10.0,IL12RB1,18.170417,4.171361050131495e-06,4.143842114667784e-06,4.18462303053424e-06,4.202103385475553e-06,4.241778660540874e-06
ala_at,0.1,P2RX7,121.570773,9.07451669363013e-10,9.112448573489473e-10,9.019881508365302e-10,9.104575982021856e-10,9.056067007406909e-10
ala_at,0.001,PPARG,12.393091,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.01,BCL7A,122.459997,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,MBNL1,152.017982,1.1759517803966446e-09,1.1230327778832816e-09,1.1779800468403323e-09,1.1731821070171122e-09,1.1665106658398372e-09
ala_at,1.0,HGFAC,3.443728,1.7592082264261677e-06,1.496747101370488e-06,1.5674532982679068e-06,1.7382567988333264e-06,1.6713283848002192e-06
ala_at,1.0,FOXN2,48.573353,9.982083730708524e-07,9.038312380749147e-07,1.0530976430889183e-06,1.0036002606739203e-06,9.58326967781531e-07
ala_at,0.1,KIAA0391,35.592451,2.939901452836402e-06,2.9337366508341844e-06,2.8796824678156696e-06,2.900306791620011e-06,2.862938769387924e-06
ala_at,0.001,ESRP1,95.653546,7.15337391088422e-06,7.145734760349853e-06,7.156944640485108e-06,7.1463411982497504e-06,7.1587044070398065e-06
ala_at,0.001,NCAN,19.327762,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,1.0,TBL2,72.984836,8.362827470298484e-06,9.95857102814579e-06,7.671777839224347e-06,8.48924674246021e-06,9.739669290520503e-06
ala_at,0.001,TOMM40,45.394672,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,1.0,AGPAT5,6.566189,6.667434975793363e-06,6.545273195768253e-06,6.601237882875033e-06,6.584798809772252e-06,6.6471001757273385e-06
ala_at,0.1,LAMA4,112.430639,9.897725083973796e-08,9.909240772376648e-08,9.901763398101338e-08,9.933678513096567e-08,9.806072931439758e-08
ala_at,0.1,C18orf8,21.083582,2.609816838194945e-07,2.5968554118183107e-07,2.677221808689012e-07,2.6360115201740086e-07,2.673486336757236e-07
ala_at,0.001,EFHD1,233.498414,1e-14,1e-14,1e-14,1e-14,1e-14
ala_at,0.1,ABCG5,44.040254,1.1882705041044161e-06,1.199669739215814e-06,1.1967668973600354e-06,1.2166048187767231e-06,1.2128845537917599e-06
ala_at,0.1,PSORS1C1,31.097409,1.9907339332547735e-08,1.9803773954052417e-08,2.0119240162763674e-08,2.0134215183986726e-08,2.0651736321042335e-08
ala_at,0.1,EIF2AK4,40.226396,5.874478455236698e-06,5.976442862820619e-06,5.888144228194392e-06,6.1118364380607915e-06,5.813339458260458e-06
ala_at,1.0,NACA,57.106321,6.199404328111058e-06,6.447575973900221e-06,6.389981183185789e-06,6.2922195667169944e-06,6.694279883645571e-06
ala_at,0.1,GATA4,11.565821,5.210787179521503e-07,5.442654147369552e-07,5.998260708128811e-07,5.665641895635787e-07,5.732377839073877e-07
ala_at,10.0,MEF2BNB,19.291536,1.234568003383174e-12,9.987566329527908e-13,1.3509193763638905e-12,1.645572567099407e-12,6.123990203832363e-13
ala_at,0.01,INSR,7.117066,1.835591465715325e-06,1.8401103545340192e-06,1.8350715413895102e-06,1.8060659545682256e-06,1.827745493954147e-06
ala_at,0.1,CHUK,101.949354,2.4594770664521093e-12,2.6819657605869907e-12,3.1969982217106008e-12,3.6133318559450345e-12,2.4142909893498654e-12
ala_at,10.0,EPB49,21.924386,6.803473066585575e-06,6.625739313981249e-06,6.007034015431678e-06,6.44945304073552e-06,6.579990385668921e-06
ala_at,1.0,PPP4R4,94.640802,2.0188295479783847e-12,1.9619861291175766e-12,2.0314860904591114e-12,1.9473311851925246e-12,2.2355450823852152e-12
ala_at,0.001,TRIM5,5.685317,1.3712092183926217e-07,1.366677071512612e-07,1.3425009015577416e-07,1.3720500902092425e-07,1.3725157621546913e-07
